Image 1,Image 2,Preprocessing,Detector,KP1,KP2,Matches,Inliers,Precision,Recall
cap_12.tiff,cap_15.tiff,Hist Eq,FAST_FREAK,10,10,4,0,0.0,0.0
cap_12.tiff,cap_15.tiff,CLAHE,SIFT,19,11,6,4,0.667,0.364
cap_12.tiff,cap_15.tiff,CLAHE,ORB,16,18,0,0,0.0,0.0
cap_12.tiff,cap_15.tiff,CLAHE,AKAZE,9,8,4,0,0.0,0.0
cap_12.tiff,cap_15.tiff,CLAHE,KAZE,36,33,7,4,0.571,0.121
cap_12.tiff,cap_15.tiff,CLAHE,BRISK,11,3,9,9,1.0,3.0
cap_12.tiff,cap_15.tiff,CLAHE,FAST_BRIEF,10,3,7,6,0.857,2.0
cap_12.tiff,cap_15.tiff,CLAHE,FAST_FREAK,0,0,0,0,0.0,0.0
cap_12.tiff,cap_15.tiff,Gauss+Sharpen,SIFT,11,10,6,6,1.0,0.6
cap_12.tiff,cap_15.tiff,Gauss+Sharpen,ORB,11,14,1,0,0.0,0.0
cap_12.tiff,cap_15.tiff,Gauss+Sharpen,AKAZE,8,9,4,0,0.0,0.0
cap_12.tiff,cap_15.tiff,Gauss+Sharpen,KAZE,22,24,4,0,0.0,0.0
cap_12.tiff,cap_15.tiff,Gauss+Sharpen,BRISK,9,13,2,0,0.0,0.0
cap_12.tiff,cap_15.tiff,Gauss+Sharpen,FAST_BRIEF,0,0,0,0,0.0,0.0
cap_12.tiff,cap_15.tiff,Gauss+Sharpen,FAST_FREAK,10,12,1,0,0.0,0.0
cap_12.tiff,cap_15.tiff,Gamma(0.5),SIFT,0,0,0,0,0.0,0.0
cap_12.tiff,cap_15.tiff,Gamma(0.5),ORB,10,9,0,0,0.0,0.0
cap_12.tiff,cap_15.tiff,Gamma(0.5),AKAZE,6,6,3,0,0.0,0.0
cap_12.tiff,cap_15.tiff,Gamma(0.5),KAZE,20,21,7,3,0.429,0.15
cap_12.tiff,cap_15.tiff,Gamma(0.5),BRISK,8,4,0,0,0.0,0.0
cap_12.tiff,cap_15.tiff,Gamma(0.5),FAST_BRIEF,8,3,4,0,0.0,0.0
cap_12.tiff,cap_15.tiff,Gamma(0.5),FAST_FREAK,9,6,2,0,0.0,0.0
cap_00.tiff,cap_14.tiff,Linear,SIFT,4,7,4,0,0.0,0.0
cap_00.tiff,cap_14.tiff,Linear,ORB,6,9,0,0,0.0,0.0
cap_00.tiff,cap_14.tiff,Linear,AKAZE,6,7,3,0,0.0,0.0
cap_00.tiff,cap_14.tiff,Linear,KAZE,12,18,3,0,0.0,0.0
cap_00.tiff,cap_14.tiff,Linear,BRISK,6,5,2,0,0.0,0.0
cap_00.tiff,cap_14.tiff,Linear,FAST_BRIEF,1,3,0,0,0.0,0.0
cap_00.tiff,cap_14.tiff,Linear,FAST_FREAK,2,3,1,0,0.0,0.0
cap_00.tiff,cap_14.tiff,Log Norm,SIFT,7,11,4,0,0.0,0.0
cap_00.tiff,cap_14.tiff,Log Norm,ORB,5,6,0,0,0.0,0.0
cap_00.tiff,cap_14.tiff,Log Norm,AKAZE,2,4,0,0,0.0,0.0
cap_00.tiff,cap_14.tiff,Log Norm,KAZE,17,25,8,3,0.375,0.176
cap_00.tiff,cap_14.tiff,Log Norm,BRISK,3,3,1,0,0.0,0.0
cap_00.tiff,cap_14.tiff,Log Norm,FAST_BRIEF,1,1,0,0,0.0,0.0
cap_00.tiff,cap_14.tiff,Log Norm,FAST_FREAK,2,2,1,0,0.0,0.0
cap_00.tiff,cap_14.tiff,Hist Eq,SIFT,14,30,2,0,0.0,0.0
cap_00.tiff,cap_14.tiff,Hist Eq,ORB,5,9,0,0,0.0,0.0
cap_00.tiff,cap_14.tiff,Hist Eq,AKAZE,1,2,0,0,0.0,0.0
cap_00.tiff,cap_14.tiff,Hist Eq,KAZE,17,26,2,0,0.0,0.0
cap_00.tiff,cap_14.tiff,Hist Eq,BRISK,1,5,0,0,0.0,0.0
cap_00.tiff,cap_14.tiff,Hist Eq,FAST_BRIEF,1,6,0,0,0.0,0.0
cap_00.tiff,cap_14.tiff,Hist Eq,FAST_FREAK,4,8,2,0,0.0,0.0
cap_00.tiff,cap_14.tiff,CLAHE,SIFT,10,13,3,0,0.0,0.0
cap_00.tiff,cap_14.tiff,CLAHE,ORB,8,12,0,0,0.0,0.0
cap_00.tiff,cap_14.tiff,CLAHE,AKAZE,7,10,2,0,0.0,0.0
cap_00.tiff,cap_14.tiff,CLAHE,KAZE,18,30,3,0,0.0,0.0
cap_00.tiff,cap_14.tiff,CLAHE,BRISK,4,6,0,0,0.0,0.0
cap_00.tiff,cap_14.tiff,CLAHE,FAST_BRIEF,2,5,0,0,0.0,0.0
cap_00.tiff,cap_14.tiff,CLAHE,FAST_FREAK,5,7,3,0,0.0,0.0
cap_00.tiff,cap_14.tiff,Gauss+Sharpen,SIFT,11,11,7,7,1.0,0.636
cap_00.tiff,cap_14.tiff,Gauss+Sharpen,ORB,11,11,0,0,0.0,0.0
cap_00.tiff,cap_14.tiff,Gauss+Sharpen,AKAZE,7,8,2,0,0.0,0.0
cap_00.tiff,cap_14.tiff,Gauss+Sharpen,KAZE,15,22,7,4,0.571,0.267
cap_00.tiff,cap_14.tiff,Gauss+Sharpen,BRISK,10,6,0,0,0.0,0.0
cap_00.tiff,cap_14.tiff,Gauss+Sharpen,FAST_BRIEF,4,5,4,0,0.0,0.0
cap_00.tiff,cap_14.tiff,Gauss+Sharpen,FAST_FREAK,7,6,2,0,0.0,0.0
cap_00.tiff,cap_14.tiff,Gamma(0.5),SIFT,6,8,4,0,0.0,0.0
cap_00.tiff,cap_14.tiff,Gamma(0.5),ORB,10,9,0,0,0.0,0.0
cap_00.tiff,cap_14.tiff,Gamma(0.5),AKAZE,5,7,3,0,0.0,0.0
cap_00.tiff,cap_14.tiff,Gamma(0.5),KAZE,12,19,2,0,0.0,0.0
cap_00.tiff,cap_14.tiff,Gamma(0.5),BRISK,4,5,1,0,0.0,0.0
cap_00.tiff,cap_14.tiff,Gamma(0.5),FAST_BRIEF,2,3,0,0,0.0,0.0
cap_00.tiff,cap_14.tiff,Gamma(0.5),FAST_FREAK,4,4,3,0,0.0,0.0
cap_11.tiff,cap_13.tiff,Linear,SIFT,0,0,0,0,0.0,0.0
cap_11.tiff,cap_13.tiff,Linear,ORB,5,9,0,0,0.0,0.0
cap_11.tiff,cap_13.tiff,Linear,AKAZE,6,8,3,0,0.0,0.0
cap_11.tiff,cap_13.tiff,Linear,KAZE,18,21,4,0,0.0,0.0
cap_11.tiff,cap_13.tiff,Linear,BRISK,2,8,1,0,0.0,0.0
cap_11.tiff,cap_13.tiff,Linear,FAST_BRIEF,4,5,2,0,0.0,0.0
cap_11.tiff,cap_13.tiff,Linear,FAST_FREAK,4,5,1,0,0.0,0.0
cap_11.tiff,cap_13.tiff,Log Norm,SIFT,9,14,7,4,0.571,0.444
cap_11.tiff,cap_13.tiff,Log Norm,ORB,3,6,0,0,0.0,0.0
cap_11.tiff,cap_13.tiff,Log Norm,AKAZE,4,3,1,0,0.0,0.0
cap_11.tiff,cap_13.tiff,Log Norm,KAZE,14,21,8,4,0.5,0.286
cap_11.tiff,cap_13.tiff,Log Norm,BRISK,1,3,0,0,0.0,0.0
cap_11.tiff,cap_13.tiff,Log Norm,FAST_BRIEF,1,2,0,0,0.0,0.0
cap_11.tiff,cap_13.tiff,Log Norm,FAST_FREAK,1,3,0,0,0.0,0.0
cap_11.tiff,cap_13.tiff,Hist Eq,SIFT,31,26,10,7,0.7,0.269
cap_11.tiff,cap_13.tiff,Hist Eq,ORB,6,15,0,0,0.0,0.0
cap_11.tiff,cap_13.tiff,Hist Eq,AKAZE,1,3,0,0,0.0,0.0
cap_11.tiff,cap_13.tiff,Hist Eq,KAZE,17,24,8,3,0.375,0.176
cap_11.tiff,cap_13.tiff,Hist Eq,BRISK,1,5,0,0,0.0,0.0
cap_11.tiff,cap_13.tiff,Hist Eq,FAST_BRIEF,2,8,2,0,0.0,0.0
cap_11.tiff,cap_13.tiff,Hist Eq,FAST_FREAK,13,17,2,0,0.0,0.0
cap_11.tiff,cap_13.tiff,CLAHE,SIFT,14,15,6,5,0.833,0.357
cap_11.tiff,cap_13.tiff,CLAHE,ORB,11,19,0,0,0.0,0.0
cap_11.tiff,cap_13.tiff,CLAHE,AKAZE,9,9,3,0,0.0,0.0
cap_11.tiff,cap_13.tiff,CLAHE,KAZE,34,33,14,9,0.643,0.273
cap_11.tiff,cap_13.tiff,CLAHE,BRISK,4,6,0,0,0.0,0.0
cap_11.tiff,cap_13.tiff,CLAHE,FAST_BRIEF,6,5,0,0,0.0,0.0
cap_11.tiff,cap_13.tiff,CLAHE,FAST_FREAK,6,8,0,0,0.0,0.0
cap_11.tiff,cap_13.tiff,Gauss+Sharpen,SIFT,0,0,0,0,0.0,0.0
cap_11.tiff,cap_13.tiff,Gauss+Sharpen,ORB,9,11,1,0,0.0,0.0
cap_11.tiff,cap_13.tiff,Gauss+Sharpen,AKAZE,7,8,3,0,0.0,0.0
cap_11.tiff,cap_13.tiff,Gauss+Sharpen,KAZE,22,24,10,5,0.5,0.227
cap_11.tiff,cap_13.tiff,Gauss+Sharpen,BRISK,7,9,2,0,0.0,0.0
cap_11.tiff,cap_13.tiff,Gauss+Sharpen,FAST_BRIEF,7,4,2,0,0.0,0.0
cap_11.tiff,cap_13.tiff,Gauss+Sharpen,FAST_FREAK,8,6,1,0,0.0,0.0
cap_11.tiff,cap_13.tiff,Gamma(0.5),SIFT,0,0,0,0,0.0,0.0
cap_11.tiff,cap_13.tiff,Gamma(0.5),ORB,5,10,0,0,0.0,0.0
cap_11.tiff,cap_13.tiff,Gamma(0.5),AKAZE,6,7,3,0,0.0,0.0
cap_11.tiff,cap_13.tiff,Gamma(0.5),KAZE,15,20,8,3,0.375,0.2
cap_11.tiff,cap_13.tiff,Gamma(0.5),BRISK,3,4,0,0,0.0,0.0
cap_11.tiff,cap_13.tiff,Gamma(0.5),FAST_BRIEF,3,3,0,0,0.0,0.0
cap_11.tiff,cap_13.tiff,Gamma(0.5),FAST_FREAK,3,4,1,0,0.0,0.0
cap_03.tiff,cap_15.tiff,Linear,SIFT,5,7,2,0,0.0,0.0
cap_03.tiff,cap_15.tiff,Linear,ORB,7,10,0,0,0.0,0.0
cap_03.tiff,cap_15.tiff,Linear,AKAZE,6,7,3,0,0.0,0.0
cap_03.tiff,cap_15.tiff,Linear,KAZE,17,19,2,0,0.0,0.0
cap_03.tiff,cap_15.tiff,Linear,BRISK,3,9,1,0,0.0,0.0
cap_03.tiff,cap_15.tiff,Linear,FAST_BRIEF,5,3,0,0,0.0,0.0
cap_03.tiff,cap_15.tiff,Linear,FAST_FREAK,7,4,3,0,0.0,0.0
cap_03.tiff,cap_15.tiff,Log Norm,SIFT,5,12,4,0,0.0,0.0
cap_03.tiff,cap_15.tiff,Log Norm,ORB,8,3,0,0,0.0,0.0
cap_03.tiff,cap_15.tiff,Log Norm,AKAZE,2,3,0,0,0.0,0.0
cap_03.tiff,cap_15.tiff,Log Norm,KAZE,14,22,1,0,0.0,0.0
cap_03.tiff,cap_15.tiff,Log Norm,BRISK,3,1,0,0,0.0,0.0
cap_03.tiff,cap_15.tiff,Log Norm,FAST_BRIEF,2,1,0,0,0.0,0.0
cap_03.tiff,cap_15.tiff,Log Norm,FAST_FREAK,3,3,2,0,0.0,0.0
cap_03.tiff,cap_15.tiff,Hist Eq,SIFT,18,17,1,0,0.0,0.0
cap_03.tiff,cap_15.tiff,Hist Eq,ORB,5,9,1,0,0.0,0.0
cap_03.tiff,cap_15.tiff,Hist Eq,AKAZE,1,3,0,0,0.0,0.0
cap_03.tiff,cap_15.tiff,Hist Eq,KAZE,6,22,3,0,0.0,0.0
cap_03.tiff,cap_15.tiff,Hist Eq,BRISK,2,2,0,0,0.0,0.0
cap_03.tiff,cap_15.tiff,Hist Eq,FAST_BRIEF,2,6,2,0,0.0,0.0
cap_03.tiff,cap_15.tiff,Hist Eq,FAST_FREAK,14,10,2,0,0.0,0.0
cap_03.tiff,cap_15.tiff,CLAHE,SIFT,11,11,4,0,0.0,0.0
cap_03.tiff,cap_15.tiff,CLAHE,ORB,11,18,0,0,0.0,0.0
cap_03.tiff,cap_15.tiff,CLAHE,AKAZE,10,8,4,0,0.0,0.0
cap_03.tiff,cap_15.tiff,CLAHE,KAZE,24,33,9,3,0.333,0.125
cap_03.tiff,cap_15.tiff,CLAHE,BRISK,8,3,2,0,0.0,0.0
cap_03.tiff,cap_15.tiff,CLAHE,FAST_BRIEF,5,3,0,0,0.0,0.0
cap_03.tiff,cap_15.tiff,CLAHE,FAST_FREAK,5,6,2,0,0.0,0.0
cap_03.tiff,cap_15.tiff,Gauss+Sharpen,SIFT,9,10,2,0,0.0,0.0
cap_03.tiff,cap_15.tiff,Gauss+Sharpen,ORB,11,14,1,0,0.0,0.0
cap_03.tiff,cap_15.tiff,Gauss+Sharpen,AKAZE,7,9,2,0,0.0,0.0
cap_03.tiff,cap_15.tiff,Gauss+Sharpen,KAZE,15,24,3,0,0.0,0.0
cap_03.tiff,cap_15.tiff,Gauss+Sharpen,BRISK,7,13,0,0,0.0,0.0
cap_03.tiff,cap_15.tiff,Gauss+Sharpen,FAST_BRIEF,8,8,8,7,0.875,0.875
cap_03.tiff,cap_15.tiff,Gauss+Sharpen,FAST_FREAK,10,12,1,0,0.0,0.0
cap_03.tiff,cap_15.tiff,Gamma(0.5),SIFT,7,7,3,0,0.0,0.0
cap_03.tiff,cap_15.tiff,Gamma(0.5),ORB,11,9,2,0,0.0,0.0
cap_03.tiff,cap_15.tiff,Gamma(0.5),AKAZE,5,6,2,0,0.0,0.0
cap_03.tiff,cap_15.tiff,Gamma(0.5),KAZE,14,21,1,0,0.0,0.0
cap_03.tiff,cap_15.tiff,Gamma(0.5),BRISK,4,4,0,0,0.0,0.0
cap_03.tiff,cap_15.tiff,Gamma(0.5),FAST_BRIEF,7,3,0,0,0.0,0.0
cap_03.tiff,cap_15.tiff,Gamma(0.5),FAST_FREAK,7,6,1,0,0.0,0.0
cap_15.tiff,cap_22.tiff,Linear,SIFT,7,11,4,0,0.0,0.0
cap_15.tiff,cap_22.tiff,Linear,ORB,10,0,0,0,0.0,0.0
cap_15.tiff,cap_22.tiff,Linear,AKAZE,7,7,2,0,0.0,0.0
cap_15.tiff,cap_22.tiff,Linear,KAZE,19,18,7,5,0.714,0.278
cap_15.tiff,cap_22.tiff,Linear,BRISK,9,2,9,9,1.0,4.5
cap_15.tiff,cap_22.tiff,Linear,FAST_BRIEF,3,1,0,0,0.0,0.0
cap_15.tiff,cap_22.tiff,Linear,FAST_FREAK,4,5,0,0,0.0,0.0
cap_15.tiff,cap_22.tiff,Log Norm,SIFT,12,11,6,4,0.667,0.364
cap_15.tiff,cap_22.tiff,Log Norm,ORB,3,0,0,0,0.0,0.0
cap_15.tiff,cap_22.tiff,Log Norm,AKAZE,3,2,1,0,0.0,0.0
cap_15.tiff,cap_22.tiff,Log Norm,KAZE,22,14,7,5,0.714,0.357
cap_15.tiff,cap_22.tiff,Log Norm,BRISK,1,1,0,0,0.0,0.0
cap_15.tiff,cap_22.tiff,Log Norm,FAST_BRIEF,1,1,0,0,0.0,0.0
cap_15.tiff,cap_22.tiff,Log Norm,FAST_FREAK,3,1,0,0,0.0,0.0
cap_15.tiff,cap_22.tiff,Hist Eq,SIFT,17,27,9,7,0.778,0.412
cap_15.tiff,cap_22.tiff,Hist Eq,ORB,9,3,4,0,0.0,0.0
cap_15.tiff,cap_22.tiff,Hist Eq,AKAZE,3,1,0,0,0.0,0.0
cap_15.tiff,cap_22.tiff,Hist Eq,KAZE,22,15,9,8,0.889,0.533
cap_15.tiff,cap_22.tiff,Hist Eq,BRISK,2,2,1,0,0.0,0.0
cap_15.tiff,cap_22.tiff,Hist Eq,FAST_BRIEF,6,2,1,0,0.0,0.0
cap_15.tiff,cap_22.tiff,Hist Eq,FAST_FREAK,10,5,3,0,0.0,0.0
cap_15.tiff,cap_22.tiff,CLAHE,SIFT,11,15,4,0,0.0,0.0
cap_15.tiff,cap_22.tiff,CLAHE,ORB,18,6,3,0,0.0,0.0
cap_15.tiff,cap_22.tiff,CLAHE,AKAZE,8,10,4,0,0.0,0.0
cap_15.tiff,cap_22.tiff,CLAHE,KAZE,33,36,6,2,0.333,0.061
cap_15.tiff,cap_22.tiff,CLAHE,BRISK,3,3,0,0,0.0,0.0
cap_15.tiff,cap_22.tiff,CLAHE,FAST_BRIEF,3,0,0,0,0.0,0.0
cap_15.tiff,cap_22.tiff,CLAHE,FAST_FREAK,6,3,0,0,0.0,0.0
cap_15.tiff,cap_22.tiff,Gauss+Sharpen,SIFT,10,10,2,0,0.0,0.0
cap_15.tiff,cap_22.tiff,Gauss+Sharpen,ORB,14,2,7,6,0.857,3.0
cap_15.tiff,cap_22.tiff,Gauss+Sharpen,AKAZE,9,8,4,0,0.0,0.0
cap_15.tiff,cap_22.tiff,Gauss+Sharpen,KAZE,24,22,7,4,0.571,0.182
cap_15.tiff,cap_22.tiff,Gauss+Sharpen,BRISK,13,2,11,11,1.0,5.5
cap_15.tiff,cap_22.tiff,Gauss+Sharpen,FAST_BRIEF,8,2,8,6,0.75,3.0
cap_15.tiff,cap_22.tiff,Gauss+Sharpen,FAST_FREAK,12,3,12,12,1.0,4.0
cap_15.tiff,cap_22.tiff,Gamma(0.5),SIFT,7,13,3,0,0.0,0.0
cap_15.tiff,cap_22.tiff,Gamma(0.5),ORB,9,0,0,0,0.0,0.0
cap_15.tiff,cap_22.tiff,Gamma(0.5),AKAZE,6,5,3,0,0.0,0.0
cap_15.tiff,cap_22.tiff,Gamma(0.5),KAZE,21,15,8,3,0.375,0.2
cap_15.tiff,cap_22.tiff,Gamma(0.5),BRISK,4,2,0,0,0.0,0.0
cap_15.tiff,cap_22.tiff,Gamma(0.5),FAST_BRIEF,3,1,0,0,0.0,0.0
cap_15.tiff,cap_22.tiff,Gamma(0.5),FAST_FREAK,6,4,0,0,0.0,0.0
cap_13.tiff,cap_21.tiff,Linear,SIFT,8,7,2,0,0.0,0.0
cap_13.tiff,cap_21.tiff,Linear,ORB,9,1,0,0,0.0,0.0
cap_13.tiff,cap_21.tiff,Linear,AKAZE,8,7,4,0,0.0,0.0
cap_13.tiff,cap_21.tiff,Linear,KAZE,21,17,8,7,0.875,0.412
cap_13.tiff,cap_21.tiff,Linear,BRISK,8,2,7,7,1.0,3.5
cap_13.tiff,cap_21.tiff,Linear,FAST_BRIEF,5,1,0,0,0.0,0.0
cap_13.tiff,cap_21.tiff,Linear,FAST_FREAK,5,2,2,0,0.0,0.0
cap_13.tiff,cap_21.tiff,Log Norm,SIFT,0,0,0,0,0.0,0.0
cap_13.tiff,cap_21.tiff,Log Norm,ORB,6,0,0,0,0.0,0.0
cap_13.tiff,cap_21.tiff,Log Norm,AKAZE,3,3,2,0,0.0,0.0
cap_13.tiff,cap_21.tiff,Log Norm,KAZE,21,12,7,7,1.0,0.583
cap_13.tiff,cap_21.tiff,Log Norm,BRISK,3,0,0,0,0.0,0.0
cap_13.tiff,cap_21.tiff,Log Norm,FAST_BRIEF,2,1,0,0,0.0,0.0
cap_13.tiff,cap_21.tiff,Log Norm,FAST_FREAK,3,1,0,0,0.0,0.0
cap_13.tiff,cap_21.tiff,Hist Eq,SIFT,26,26,8,7,0.875,0.269
cap_13.tiff,cap_21.tiff,Hist Eq,ORB,15,6,4,0,0.0,0.0
cap_13.tiff,cap_21.tiff,Hist Eq,AKAZE,3,2,0,0,0.0,0.0
cap_13.tiff,cap_21.tiff,Hist Eq,KAZE,24,14,6,3,0.5,0.214
cap_13.tiff,cap_21.tiff,Hist Eq,BRISK,5,8,0,0,0.0,0.0
cap_13.tiff,cap_21.tiff,Hist Eq,FAST_BRIEF,0,0,0,0,0.0,0.0
cap_13.tiff,cap_21.tiff,Hist Eq,FAST_FREAK,17,12,7,4,0.571,0.333
cap_13.tiff,cap_21.tiff,CLAHE,SIFT,0,0,0,0,0.0,0.0
cap_13.tiff,cap_21.tiff,CLAHE,ORB,19,3,12,12,1.0,4.0
cap_13.tiff,cap_21.tiff,CLAHE,AKAZE,9,8,2,0,0.0,0.0
cap_13.tiff,cap_21.tiff,CLAHE,KAZE,33,30,16,5,0.312,0.167
cap_13.tiff,cap_21.tiff,CLAHE,BRISK,6,4,2,0,0.0,0.0
cap_13.tiff,cap_21.tiff,CLAHE,FAST_BRIEF,5,0,0,0,0.0,0.0
cap_13.tiff,cap_21.tiff,CLAHE,FAST_FREAK,8,3,1,0,0.0,0.0
cap_13.tiff,cap_21.tiff,Gauss+Sharpen,SIFT,6,8,2,0,0.0,0.0
cap_13.tiff,cap_21.tiff,Gauss+Sharpen,ORB,11,3,6,6,1.0,2.0
cap_13.tiff,cap_21.tiff,Gauss+Sharpen,AKAZE,8,8,4,0,0.0,0.0
cap_13.tiff,cap_21.tiff,Gauss+Sharpen,KAZE,0,0,0,0,0.0,0.0
cap_13.tiff,cap_21.tiff,Gauss+Sharpen,BRISK,9,3,9,8,0.889,2.667
cap_13.tiff,cap_21.tiff,Gauss+Sharpen,FAST_BRIEF,4,2,4,0,0.0,0.0
cap_13.tiff,cap_21.tiff,Gauss+Sharpen,FAST_FREAK,6,6,3,0,0.0,0.0
cap_13.tiff,cap_21.tiff,Gamma(0.5),SIFT,8,13,6,5,0.833,0.625
cap_13.tiff,cap_21.tiff,Gamma(0.5),ORB,10,0,0,0,0.0,0.0
cap_13.tiff,cap_21.tiff,Gamma(0.5),AKAZE,7,6,4,0,0.0,0.0
cap_13.tiff,cap_21.tiff,Gamma(0.5),KAZE,0,0,0,0,0.0,0.0
cap_13.tiff,cap_21.tiff,Gamma(0.5),BRISK,4,2,4,0,0.0,0.0
cap_13.tiff,cap_21.tiff,Gamma(0.5),FAST_BRIEF,3,0,0,0,0.0,0.0
cap_13.tiff,cap_21.tiff,Gamma(0.5),FAST_FREAK,4,0,0,0,0.0,0.0
cap_14.tiff,cap_31.tiff,Linear,SIFT,7,3,3,0,0.0,0.0
cap_14.tiff,cap_31.tiff,Linear,ORB,9,13,1,0,0.0,0.0
cap_14.tiff,cap_31.tiff,Linear,AKAZE,7,7,3,0,0.0,0.0
cap_14.tiff,cap_31.tiff,Linear,KAZE,18,13,9,4,0.444,0.308
cap_14.tiff,cap_31.tiff,Linear,BRISK,5,6,1,0,0.0,0.0
cap_14.tiff,cap_31.tiff,Linear,FAST_BRIEF,3,4,0,0,0.0,0.0
cap_14.tiff,cap_31.tiff,Linear,FAST_FREAK,3,6,3,0,0.0,0.0
cap_14.tiff,cap_31.tiff,Log Norm,SIFT,11,5,4,0,0.0,0.0
cap_14.tiff,cap_31.tiff,Log Norm,ORB,6,7,0,0,0.0,0.0
cap_14.tiff,cap_31.tiff,Log Norm,AKAZE,4,1,0,0,0.0,0.0
cap_14.tiff,cap_31.tiff,Log Norm,KAZE,25,20,7,3,0.429,0.15
cap_14.tiff,cap_31.tiff,Log Norm,BRISK,3,2,3,0,0.0,0.0
cap_14.tiff,cap_31.tiff,Log Norm,FAST_BRIEF,1,2,0,0,0.0,0.0
cap_14.tiff,cap_31.tiff,Log Norm,FAST_FREAK,2,5,1,0,0.0,0.0
cap_14.tiff,cap_31.tiff,Hist Eq,SIFT,30,15,10,5,0.5,0.333
cap_14.tiff,cap_31.tiff,Hist Eq,ORB,9,7,4,0,0.0,0.0
cap_14.tiff,cap_31.tiff,Hist Eq,AKAZE,2,0,0,0,0.0,0.0
cap_14.tiff,cap_31.tiff,Hist Eq,KAZE,26,20,10,3,0.3,0.15
cap_14.tiff,cap_31.tiff,Hist Eq,BRISK,5,6,0,0,0.0,0.0
cap_14.tiff,cap_31.tiff,Hist Eq,FAST_BRIEF,6,4,6,6,1.0,1.5
cap_14.tiff,cap_31.tiff,Hist Eq,FAST_FREAK,8,7,3,0,0.0,0.0
cap_14.tiff,cap_31.tiff,CLAHE,SIFT,13,7,3,0,0.0,0.0
cap_14.tiff,cap_31.tiff,CLAHE,ORB,12,6,0,0,0.0,0.0
cap_14.tiff,cap_31.tiff,CLAHE,AKAZE,10,7,1,0,0.0,0.0
cap_14.tiff,cap_31.tiff,CLAHE,KAZE,30,20,7,4,0.571,0.2
cap_14.tiff,cap_31.tiff,CLAHE,BRISK,6,5,2,0,0.0,0.0
cap_14.tiff,cap_31.tiff,CLAHE,FAST_BRIEF,5,3,0,0,0.0,0.0
cap_14.tiff,cap_31.tiff,CLAHE,FAST_FREAK,0,0,0,0,0.0,0.0
cap_14.tiff,cap_31.tiff,Gauss+Sharpen,SIFT,11,3,3,0,0.0,0.0
cap_14.tiff,cap_31.tiff,Gauss+Sharpen,ORB,11,14,1,0,0.0,0.0
cap_14.tiff,cap_31.tiff,Gauss+Sharpen,AKAZE,8,7,3,0,0.0,0.0
cap_14.tiff,cap_31.tiff,Gauss+Sharpen,KAZE,22,17,11,5,0.455,0.294
cap_14.tiff,cap_31.tiff,Gauss+Sharpen,BRISK,6,11,0,0,0.0,0.0
cap_14.tiff,cap_31.tiff,Gauss+Sharpen,FAST_BRIEF,0,0,0,0,0.0,0.0
cap_14.tiff,cap_31.tiff,Gauss+Sharpen,FAST_FREAK,6,11,1,0,0.0,0.0
cap_14.tiff,cap_31.tiff,Gamma(0.5),SIFT,8,4,4,0,0.0,0.0
cap_14.tiff,cap_31.tiff,Gamma(0.5),ORB,9,12,0,0,0.0,0.0
cap_14.tiff,cap_31.tiff,Gamma(0.5),AKAZE,7,6,3,0,0.0,0.0
cap_14.tiff,cap_31.tiff,Gamma(0.5),KAZE,0,0,0,0,0.0,0.0
cap_14.tiff,cap_31.tiff,Gamma(0.5),BRISK,0,0,0,0,0.0,0.0
cap_14.tiff,cap_31.tiff,Gamma(0.5),FAST_BRIEF,3,2,0,0,0.0,0.0
cap_14.tiff,cap_31.tiff,Gamma(0.5),FAST_FREAK,4,6,3,0,0.0,0.0
cap_26.tiff,cap_28.tiff,Linear,SIFT,8,5,2,0,0.0,0.0
cap_26.tiff,cap_28.tiff,Linear,ORB,1,2,0,0,0.0,0.0
cap_26.tiff,cap_28.tiff,Linear,AKAZE,7,7,4,0,0.0,0.0
cap_26.tiff,cap_28.tiff,Linear,KAZE,18,13,7,6,0.857,0.462
cap_26.tiff,cap_28.tiff,Linear,BRISK,1,3,0,0,0.0,0.0
cap_26.tiff,cap_28.tiff,Linear,FAST_BRIEF,0,0,0,0,0.0,0.0
cap_26.tiff,cap_28.tiff,Linear,FAST_FREAK,2,2,2,0,0.0,0.0
cap_26.tiff,cap_28.tiff,Log Norm,SIFT,8,6,6,3,0.5,0.5
cap_26.tiff,cap_28.tiff,Log Norm,ORB,0,0,0,0,0.0,0.0
cap_26.tiff,cap_28.tiff,Log Norm,AKAZE,2,1,0,0,0.0,0.0
cap_26.tiff,cap_28.tiff,Log Norm,KAZE,13,16,12,4,0.333,0.308
cap_26.tiff,cap_28.tiff,Log Norm,BRISK,1,1,0,0,0.0,0.0
cap_26.tiff,cap_28.tiff,Log Norm,FAST_BRIEF,1,0,0,0,0.0,0.0
cap_26.tiff,cap_28.tiff,Log Norm,FAST_FREAK,1,2,0,0,0.0,0.0
cap_26.tiff,cap_28.tiff,Hist Eq,SIFT,16,16,7,4,0.571,0.25
cap_26.tiff,cap_28.tiff,Hist Eq,ORB,7,8,1,0,0.0,0.0
cap_26.tiff,cap_28.tiff,Hist Eq,AKAZE,1,1,0,0,0.0,0.0
cap_26.tiff,cap_28.tiff,Hist Eq,KAZE,17,13,14,9,0.643,0.692
cap_26.tiff,cap_28.tiff,Hist Eq,BRISK,6,6,2,0,0.0,0.0
cap_26.tiff,cap_28.tiff,Hist Eq,FAST_BRIEF,4,3,2,0,0.0,0.0
