Image 1,Image 2,Preprocessing,Detector,KP1,KP2,Matches,Inliers,Precision,Recall
cap_27.tiff,cap_28.tiff,Gauss+Sharpen,ORB,12,7,2,0,0.0,0.0
cap_27.tiff,cap_28.tiff,Gauss+Sharpen,AKAZE,6,7,6,6,1.0,1.0
cap_27.tiff,cap_28.tiff,Gauss+Sharpen,KAZE,14,15,9,4,0.444,0.286
cap_27.tiff,cap_28.tiff,Gauss+Sharpen,BRISK,7,6,2,0,0.0,0.0
cap_27.tiff,cap_28.tiff,Gauss+Sharpen,FAST_BRIEF,5,4,4,0,0.0,0.0
cap_27.tiff,cap_28.tiff,Gauss+Sharpen,FAST_FREAK,0,0,0,0,0.0,0.0
cap_27.tiff,cap_28.tiff,Gamma(0.5),SIFT,7,5,3,0,0.0,0.0
cap_27.tiff,cap_28.tiff,Gamma(0.5),ORB,5,3,0,0,0.0,0.0
cap_27.tiff,cap_28.tiff,Gamma(0.5),AKAZE,0,0,0,0,0.0,0.0
cap_27.tiff,cap_28.tiff,Gamma(0.5),KAZE,15,14,10,4,0.4,0.286
cap_27.tiff,cap_28.tiff,Gamma(0.5),BRISK,2,4,1,0,0.0,0.0
cap_27.tiff,cap_28.tiff,Gamma(0.5),FAST_BRIEF,0,0,0,0,0.0,0.0
cap_27.tiff,cap_28.tiff,Gamma(0.5),FAST_FREAK,3,3,2,0,0.0,0.0
cap_25.tiff,cap_27.tiff,Linear,SIFT,9,4,3,0,0.0,0.0
cap_25.tiff,cap_27.tiff,Linear,ORB,2,6,1,0,0.0,0.0
cap_25.tiff,cap_27.tiff,Linear,AKAZE,7,6,4,0,0.0,0.0
cap_25.tiff,cap_27.tiff,Linear,KAZE,14,11,4,0,0.0,0.0
cap_25.tiff,cap_27.tiff,Linear,BRISK,2,1,0,0,0.0,0.0
cap_25.tiff,cap_27.tiff,Linear,FAST_BRIEF,1,1,0,0,0.0,0.0
cap_25.tiff,cap_27.tiff,Linear,FAST_FREAK,4,4,1,0,0.0,0.0
cap_25.tiff,cap_27.tiff,Log Norm,SIFT,8,4,3,0,0.0,0.0
cap_25.tiff,cap_27.tiff,Log Norm,ORB,0,0,0,0,0.0,0.0
cap_25.tiff,cap_27.tiff,Log Norm,AKAZE,3,1,0,0,0.0,0.0
cap_25.tiff,cap_27.tiff,Log Norm,KAZE,14,13,10,3,0.3,0.231
cap_25.tiff,cap_27.tiff,Log Norm,BRISK,1,0,0,0,0.0,0.0
cap_25.tiff,cap_27.tiff,Log Norm,FAST_BRIEF,1,0,0,0,0.0,0.0
cap_25.tiff,cap_27.tiff,Log Norm,FAST_FREAK,1,2,0,0,0.0,0.0
cap_25.tiff,cap_27.tiff,Hist Eq,SIFT,15,19,8,7,0.875,0.467
cap_25.tiff,cap_27.tiff,Hist Eq,ORB,13,8,7,4,0.571,0.5
cap_25.tiff,cap_27.tiff,Hist Eq,AKAZE,1,1,0,0,0.0,0.0
cap_25.tiff,cap_27.tiff,Hist Eq,KAZE,15,13,13,11,0.846,0.846
cap_25.tiff,cap_27.tiff,Hist Eq,BRISK,4,8,2,0,0.0,0.0
cap_25.tiff,cap_27.tiff,Hist Eq,FAST_BRIEF,4,7,3,0,0.0,0.0
cap_25.tiff,cap_27.tiff,Hist Eq,FAST_FREAK,14,11,6,4,0.667,0.364
cap_25.tiff,cap_27.tiff,CLAHE,SIFT,12,12,3,0,0.0,0.0
cap_25.tiff,cap_27.tiff,CLAHE,ORB,2,13,1,0,0.0,0.0
cap_25.tiff,cap_27.tiff,CLAHE,AKAZE,9,8,6,3,0.5,0.375
cap_25.tiff,cap_27.tiff,CLAHE,KAZE,30,24,12,4,0.333,0.167
cap_25.tiff,cap_27.tiff,CLAHE,BRISK,3,4,0,0,0.0,0.0
cap_25.tiff,cap_27.tiff,CLAHE,FAST_BRIEF,1,1,0,0,0.0,0.0
cap_25.tiff,cap_27.tiff,CLAHE,FAST_FREAK,4,3,0,0,0.0,0.0
cap_25.tiff,cap_27.tiff,Gauss+Sharpen,SIFT,8,5,0,0,0.0,0.0
cap_25.tiff,cap_27.tiff,Gauss+Sharpen,ORB,2,12,2,0,0.0,0.0
cap_25.tiff,cap_27.tiff,Gauss+Sharpen,AKAZE,0,0,0,0,0.0,0.0
cap_25.tiff,cap_27.tiff,Gauss+Sharpen,KAZE,23,14,8,5,0.625,0.357
cap_25.tiff,cap_27.tiff,Gauss+Sharpen,BRISK,4,7,1,0,0.0,0.0
cap_25.tiff,cap_27.tiff,Gauss+Sharpen,FAST_BRIEF,3,5,2,0,0.0,0.0
cap_25.tiff,cap_27.tiff,Gauss+Sharpen,FAST_FREAK,7,7,3,0,0.0,0.0
cap_25.tiff,cap_27.tiff,Gamma(0.5),SIFT,11,7,4,0,0.0,0.0
cap_25.tiff,cap_27.tiff,Gamma(0.5),ORB,2,5,1,0,0.0,0.0
cap_25.tiff,cap_27.tiff,Gamma(0.5),AKAZE,5,5,4,0,0.0,0.0
cap_25.tiff,cap_27.tiff,Gamma(0.5),KAZE,14,15,8,8,1.0,0.571
cap_25.tiff,cap_27.tiff,Gamma(0.5),BRISK,2,2,0,0,0.0,0.0
cap_25.tiff,cap_27.tiff,Gamma(0.5),FAST_BRIEF,1,0,0,0,0.0,0.0
cap_25.tiff,cap_27.tiff,Gamma(0.5),FAST_FREAK,4,3,1,0,0.0,0.0
cap_06.tiff,cap_30.tiff,Linear,SIFT,8,3,1,0,0.0,0.0
cap_06.tiff,cap_30.tiff,Linear,ORB,6,9,0,0,0.0,0.0
cap_06.tiff,cap_30.tiff,Linear,AKAZE,8,8,2,0,0.0,0.0
cap_06.tiff,cap_30.tiff,Linear,KAZE,27,19,8,4,0.5,0.211
cap_06.tiff,cap_30.tiff,Linear,BRISK,4,6,0,0,0.0,0.0
cap_06.tiff,cap_30.tiff,Linear,FAST_BRIEF,6,3,1,0,0.0,0.0
cap_06.tiff,cap_30.tiff,Linear,FAST_FREAK,8,4,0,0,0.0,0.0
cap_06.tiff,cap_30.tiff,Log Norm,SIFT,12,6,1,0,0.0,0.0
cap_06.tiff,cap_30.tiff,Log Norm,ORB,2,4,0,0,0.0,0.0
cap_06.tiff,cap_30.tiff,Log Norm,AKAZE,3,3,1,0,0.0,0.0
cap_06.tiff,cap_30.tiff,Log Norm,KAZE,0,0,0,0,0.0,0.0
cap_06.tiff,cap_30.tiff,Log Norm,BRISK,2,3,0,0,0.0,0.0
cap_06.tiff,cap_30.tiff,Log Norm,FAST_BRIEF,1,2,0,0,0.0,0.0
cap_06.tiff,cap_30.tiff,Log Norm,FAST_FREAK,1,4,0,0,0.0,0.0
cap_06.tiff,cap_30.tiff,Hist Eq,SIFT,44,16,9,4,0.444,0.25
cap_06.tiff,cap_30.tiff,Hist Eq,ORB,10,6,2,0,0.0,0.0
cap_06.tiff,cap_30.tiff,Hist Eq,AKAZE,4,1,0,0,0.0,0.0
cap_06.tiff,cap_30.tiff,Hist Eq,KAZE,22,17,6,2,0.333,0.118
cap_06.tiff,cap_30.tiff,Hist Eq,BRISK,82,5,4,0,0.0,0.0
cap_06.tiff,cap_30.tiff,Hist Eq,FAST_BRIEF,11,4,11,6,0.545,1.5
cap_06.tiff,cap_30.tiff,Hist Eq,FAST_FREAK,21,5,7,3,0.429,0.6
cap_06.tiff,cap_30.tiff,CLAHE,SIFT,8,8,2,0,0.0,0.0
cap_06.tiff,cap_30.tiff,CLAHE,ORB,9,7,0,0,0.0,0.0
cap_06.tiff,cap_30.tiff,CLAHE,AKAZE,11,7,3,0,0.0,0.0
cap_06.tiff,cap_30.tiff,CLAHE,KAZE,44,23,7,3,0.429,0.13
cap_06.tiff,cap_30.tiff,CLAHE,BRISK,4,2,0,0,0.0,0.0
cap_06.tiff,cap_30.tiff,CLAHE,FAST_BRIEF,7,2,2,0,0.0,0.0
cap_06.tiff,cap_30.tiff,CLAHE,FAST_FREAK,8,5,1,0,0.0,0.0
cap_06.tiff,cap_30.tiff,Gauss+Sharpen,SIFT,10,3,0,0,0.0,0.0
cap_06.tiff,cap_30.tiff,Gauss+Sharpen,ORB,9,12,2,0,0.0,0.0
cap_06.tiff,cap_30.tiff,Gauss+Sharpen,AKAZE,9,9,2,0,0.0,0.0
cap_06.tiff,cap_30.tiff,Gauss+Sharpen,KAZE,33,22,12,5,0.417,0.227
cap_06.tiff,cap_30.tiff,Gauss+Sharpen,BRISK,7,8,0,0,0.0,0.0
cap_06.tiff,cap_30.tiff,Gauss+Sharpen,FAST_BRIEF,8,5,1,0,0.0,0.0
cap_06.tiff,cap_30.tiff,Gauss+Sharpen,FAST_FREAK,10,7,1,0,0.0,0.0
cap_06.tiff,cap_30.tiff,Gamma(0.5),SIFT,11,4,2,0,0.0,0.0
cap_06.tiff,cap_30.tiff,Gamma(0.5),ORB,7,8,0,0,0.0,0.0
cap_06.tiff,cap_30.tiff,Gamma(0.5),AKAZE,8,7,2,0,0.0,0.0
cap_06.tiff,cap_30.tiff,Gamma(0.5),KAZE,35,16,3,0,0.0,0.0
cap_06.tiff,cap_30.tiff,Gamma(0.5),BRISK,2,3,1,0,0.0,0.0
cap_06.tiff,cap_30.tiff,Gamma(0.5),FAST_BRIEF,5,2,3,0,0.0,0.0
cap_06.tiff,cap_30.tiff,Gamma(0.5),FAST_FREAK,5,4,1,0,0.0,0.0
cap_01.tiff,cap_20.tiff,Linear,SIFT,5,9,1,0,0.0,0.0
cap_01.tiff,cap_20.tiff,Linear,ORB,8,2,0,0,0.0,0.0
cap_01.tiff,cap_20.tiff,Linear,AKAZE,6,7,3,0,0.0,0.0
cap_01.tiff,cap_20.tiff,Linear,KAZE,11,12,6,3,0.5,0.273
cap_01.tiff,cap_20.tiff,Linear,BRISK,5,3,4,0,0.0,0.0
cap_01.tiff,cap_20.tiff,Linear,FAST_BRIEF,3,1,0,0,0.0,0.0
cap_01.tiff,cap_20.tiff,Linear,FAST_FREAK,3,4,0,0,0.0,0.0
cap_01.tiff,cap_20.tiff,Log Norm,SIFT,10,8,6,4,0.667,0.5
cap_01.tiff,cap_20.tiff,Log Norm,ORB,8,0,0,0,0.0,0.0
cap_01.tiff,cap_20.tiff,Log Norm,AKAZE,1,2,0,0,0.0,0.0
cap_01.tiff,cap_20.tiff,Log Norm,KAZE,18,14,8,4,0.5,0.286
cap_01.tiff,cap_20.tiff,Log Norm,BRISK,4,3,0,0,0.0,0.0
cap_01.tiff,cap_20.tiff,Log Norm,FAST_BRIEF,2,0,0,0,0.0,0.0
cap_01.tiff,cap_20.tiff,Log Norm,FAST_FREAK,3,3,0,0,0.0,0.0
cap_01.tiff,cap_20.tiff,Hist Eq,SIFT,18,22,6,4,0.667,0.222
cap_01.tiff,cap_20.tiff,Hist Eq,ORB,9,5,0,0,0.0,0.0
cap_01.tiff,cap_20.tiff,Hist Eq,AKAZE,0,1,0,0,0.0,0.0
cap_01.tiff,cap_20.tiff,Hist Eq,KAZE,14,14,4,0,0.0,0.0
cap_01.tiff,cap_20.tiff,Hist Eq,BRISK,7,4,3,0,0.0,0.0
cap_01.tiff,cap_20.tiff,Hist Eq,FAST_BRIEF,0,0,0,0,0.0,0.0
cap_01.tiff,cap_20.tiff,Hist Eq,FAST_FREAK,7,15,2,0,0.0,0.0
cap_01.tiff,cap_20.tiff,CLAHE,SIFT,9,13,3,0,0.0,0.0
cap_01.tiff,cap_20.tiff,CLAHE,ORB,7,3,0,0,0.0,0.0
cap_01.tiff,cap_20.tiff,CLAHE,AKAZE,7,9,4,0,0.0,0.0
cap_01.tiff,cap_20.tiff,CLAHE,KAZE,26,32,15,4,0.267,0.154
cap_01.tiff,cap_20.tiff,CLAHE,BRISK,7,1,0,0,0.0,0.0
cap_01.tiff,cap_20.tiff,CLAHE,FAST_BRIEF,2,1,0,0,0.0,0.0
cap_01.tiff,cap_20.tiff,CLAHE,FAST_FREAK,3,2,1,0,0.0,0.0
cap_01.tiff,cap_20.tiff,Gauss+Sharpen,SIFT,5,12,2,0,0.0,0.0
cap_01.tiff,cap_20.tiff,Gauss+Sharpen,ORB,0,0,0,0,0.0,0.0
cap_01.tiff,cap_20.tiff,Gauss+Sharpen,AKAZE,7,9,3,0,0.0,0.0
cap_01.tiff,cap_20.tiff,Gauss+Sharpen,KAZE,19,19,11,5,0.455,0.263
cap_01.tiff,cap_20.tiff,Gauss+Sharpen,BRISK,6,5,0,0,0.0,0.0
cap_01.tiff,cap_20.tiff,Gauss+Sharpen,FAST_BRIEF,7,3,6,4,0.667,1.333
cap_01.tiff,cap_20.tiff,Gauss+Sharpen,FAST_FREAK,8,5,3,0,0.0,0.0
cap_01.tiff,cap_20.tiff,Gamma(0.5),SIFT,5,12,3,0,0.0,0.0
cap_01.tiff,cap_20.tiff,Gamma(0.5),ORB,9,0,0,0,0.0,0.0
cap_01.tiff,cap_20.tiff,Gamma(0.5),AKAZE,4,5,3,0,0.0,0.0
cap_01.tiff,cap_20.tiff,Gamma(0.5),KAZE,16,16,11,4,0.364,0.25
cap_01.tiff,cap_20.tiff,Gamma(0.5),BRISK,4,2,0,0,0.0,0.0
cap_01.tiff,cap_20.tiff,Gamma(0.5),FAST_BRIEF,3,0,0,0,0.0,0.0
cap_01.tiff,cap_20.tiff,Gamma(0.5),FAST_FREAK,4,3,0,0,0.0,0.0
cap_06.tiff,cap_19.tiff,Linear,SIFT,8,3,2,0,0.0,0.0
cap_06.tiff,cap_19.tiff,Linear,ORB,6,3,0,0,0.0,0.0
cap_06.tiff,cap_19.tiff,Linear,AKAZE,8,6,2,0,0.0,0.0
cap_06.tiff,cap_19.tiff,Linear,KAZE,27,10,4,0,0.0,0.0
cap_06.tiff,cap_19.tiff,Linear,BRISK,4,4,0,0,0.0,0.0
cap_06.tiff,cap_19.tiff,Linear,FAST_BRIEF,6,1,0,0,0.0,0.0
cap_06.tiff,cap_19.tiff,Linear,FAST_FREAK,0,0,0,0,0.0,0.0
cap_06.tiff,cap_19.tiff,Log Norm,SIFT,12,6,2,0,0.0,0.0
cap_06.tiff,cap_19.tiff,Log Norm,ORB,2,0,0,0,0.0,0.0
cap_06.tiff,cap_19.tiff,Log Norm,AKAZE,3,2,1,0,0.0,0.0
cap_06.tiff,cap_19.tiff,Log Norm,KAZE,30,18,8,6,0.75,0.333
cap_06.tiff,cap_19.tiff,Log Norm,BRISK,2,0,0,0,0.0,0.0
cap_06.tiff,cap_19.tiff,Log Norm,FAST_BRIEF,1,0,0,0,0.0,0.0
cap_06.tiff,cap_19.tiff,Log Norm,FAST_FREAK,1,1,0,0,0.0,0.0
cap_06.tiff,cap_19.tiff,Hist Eq,SIFT,44,17,8,8,1.0,0.471
cap_06.tiff,cap_19.tiff,Hist Eq,ORB,10,5,2,0,0.0,0.0
cap_06.tiff,cap_19.tiff,Hist Eq,AKAZE,4,2,3,0,0.0,0.0
cap_06.tiff,cap_19.tiff,Hist Eq,KAZE,22,17,8,5,0.625,0.294
cap_06.tiff,cap_19.tiff,Hist Eq,BRISK,82,3,9,8,0.889,2.667
cap_06.tiff,cap_19.tiff,Hist Eq,FAST_BRIEF,11,2,11,11,1.0,5.5
cap_06.tiff,cap_19.tiff,Hist Eq,FAST_FREAK,21,3,11,9,0.818,3.0
cap_06.tiff,cap_19.tiff,CLAHE,SIFT,8,10,1,0,0.0,0.0
cap_06.tiff,cap_19.tiff,CLAHE,ORB,9,4,0,0,0.0,0.0
cap_06.tiff,cap_19.tiff,CLAHE,AKAZE,11,7,4,0,0.0,0.0
cap_06.tiff,cap_19.tiff,CLAHE,KAZE,0,0,0,0,0.0,0.0
cap_06.tiff,cap_19.tiff,CLAHE,BRISK,4,5,0,0,0.0,0.0
cap_06.tiff,cap_19.tiff,CLAHE,FAST_BRIEF,7,1,0,0,0.0,0.0
cap_06.tiff,cap_19.tiff,CLAHE,FAST_FREAK,8,2,3,0,0.0,0.0
cap_06.tiff,cap_19.tiff,Gauss+Sharpen,SIFT,10,4,1,0,0.0,0.0
cap_06.tiff,cap_19.tiff,Gauss+Sharpen,ORB,9,7,4,0,0.0,0.0
cap_06.tiff,cap_19.tiff,Gauss+Sharpen,AKAZE,9,6,2,0,0.0,0.0
cap_06.tiff,cap_19.tiff,Gauss+Sharpen,KAZE,33,15,3,0,0.0,0.0
cap_06.tiff,cap_19.tiff,Gauss+Sharpen,BRISK,7,11,0,0,0.0,0.0
cap_06.tiff,cap_19.tiff,Gauss+Sharpen,FAST_BRIEF,8,4,3,0,0.0,0.0
cap_06.tiff,cap_19.tiff,Gauss+Sharpen,FAST_FREAK,10,6,1,0,0.0,0.0
cap_06.tiff,cap_19.tiff,Gamma(0.5),SIFT,11,10,2,0,0.0,0.0
cap_06.tiff,cap_19.tiff,Gamma(0.5),ORB,7,3,0,0,0.0,0.0
cap_06.tiff,cap_19.tiff,Gamma(0.5),AKAZE,8,5,3,0,0.0,0.0
cap_06.tiff,cap_19.tiff,Gamma(0.5),KAZE,35,14,8,4,0.5,0.286
cap_06.tiff,cap_19.tiff,Gamma(0.5),BRISK,2,2,0,0,0.0,0.0
cap_06.tiff,cap_19.tiff,Gamma(0.5),FAST_BRIEF,5,0,0,0,0.0,0.0
cap_06.tiff,cap_19.tiff,Gamma(0.5),FAST_FREAK,5,1,0,0,0.0,0.0
cap_20.tiff,cap_24.tiff,Linear,SIFT,0,0,0,0,0.0,0.0
cap_20.tiff,cap_24.tiff,Linear,ORB,2,0,0,0,0.0,0.0
cap_20.tiff,cap_24.tiff,Linear,AKAZE,0,0,0,0,0.0,0.0
cap_20.tiff,cap_24.tiff,Linear,KAZE,12,18,6,6,1.0,0.5
cap_20.tiff,cap_24.tiff,Linear,BRISK,3,2,0,0,0.0,0.0
cap_20.tiff,cap_24.tiff,Linear,FAST_BRIEF,1,1,0,0,0.0,0.0
cap_20.tiff,cap_24.tiff,Linear,FAST_FREAK,4,4,0,0,0.0,0.0
cap_20.tiff,cap_24.tiff,Log Norm,SIFT,8,12,4,0,0.0,0.0
cap_20.tiff,cap_24.tiff,Log Norm,ORB,0,0,0,0,0.0,0.0
cap_20.tiff,cap_24.tiff,Log Norm,AKAZE,2,2,2,0,0.0,0.0
cap_20.tiff,cap_24.tiff,Log Norm,KAZE,14,13,10,10,1.0,0.769
cap_20.tiff,cap_24.tiff,Log Norm,BRISK,3,0,0,0,0.0,0.0
cap_20.tiff,cap_24.tiff,Log Norm,FAST_BRIEF,0,1,0,0,0.0,0.0
cap_20.tiff,cap_24.tiff,Log Norm,FAST_FREAK,3,1,0,0,0.0,0.0
cap_20.tiff,cap_24.tiff,Hist Eq,SIFT,22,25,9,3,0.333,0.136
cap_20.tiff,cap_24.tiff,Hist Eq,ORB,0,0,0,0,0.0,0.0
cap_20.tiff,cap_24.tiff,Hist Eq,AKAZE,1,1,0,0,0.0,0.0
cap_20.tiff,cap_24.tiff,Hist Eq,KAZE,14,16,11,1,0.091,0.071
cap_20.tiff,cap_24.tiff,Hist Eq,BRISK,4,4,1,0,0.0,0.0
cap_20.tiff,cap_24.tiff,Hist Eq,FAST_BRIEF,5,7,4,0,0.0,0.0
cap_20.tiff,cap_24.tiff,Hist Eq,FAST_FREAK,15,16,8,7,0.875,0.467
cap_20.tiff,cap_24.tiff,CLAHE,SIFT,0,0,0,0,0.0,0.0
cap_20.tiff,cap_24.tiff,CLAHE,ORB,3,4,1,0,0.0,0.0
cap_20.tiff,cap_24.tiff,CLAHE,AKAZE,9,9,4,0,0.0,0.0
cap_20.tiff,cap_24.tiff,CLAHE,KAZE,32,30,8,2,0.25,0.067
cap_20.tiff,cap_24.tiff,CLAHE,BRISK,1,2,0,0,0.0,0.0
cap_20.tiff,cap_24.tiff,CLAHE,FAST_BRIEF,1,0,0,0,0.0,0.0
cap_20.tiff,cap_24.tiff,CLAHE,FAST_FREAK,2,2,0,0,0.0,0.0
cap_20.tiff,cap_24.tiff,Gauss+Sharpen,SIFT,0,0,0,0,0.0,0.0
cap_20.tiff,cap_24.tiff,Gauss+Sharpen,ORB,4,2,3,0,0.0,0.0
cap_20.tiff,cap_24.tiff,Gauss+Sharpen,AKAZE,0,0,0,0,0.0,0.0
cap_20.tiff,cap_24.tiff,Gauss+Sharpen,KAZE,19,24,8,6,0.75,0.316
cap_20.tiff,cap_24.tiff,Gauss+Sharpen,BRISK,5,2,0,0,0.0,0.0
cap_20.tiff,cap_24.tiff,Gauss+Sharpen,FAST_BRIEF,3,3,2,0,0.0,0.0
cap_20.tiff,cap_24.tiff,Gauss+Sharpen,FAST_FREAK,0,0,0,0,0.0,0.0
cap_20.tiff,cap_24.tiff,Gamma(0.5),SIFT,0,0,0,0,0.0,0.0
cap_20.tiff,cap_24.tiff,Gamma(0.5),ORB,0,0,0,0,0.0,0.0
cap_20.tiff,cap_24.tiff,Gamma(0.5),AKAZE,5,5,4,0,0.0,0.0
cap_20.tiff,cap_24.tiff,Gamma(0.5),KAZE,16,16,11,4,0.364,0.25
cap_20.tiff,cap_24.tiff,Gamma(0.5),BRISK,2,2,0,0,0.0,0.0
cap_20.tiff,cap_24.tiff,Gamma(0.5),FAST_BRIEF,0,1,0,0,0.0,0.0
cap_20.tiff,cap_24.tiff,Gamma(0.5),FAST_FREAK,3,4,0,0,0.0,0.0
cap_06.tiff,cap_12.tiff,Linear,SIFT,8,6,2,0,0.0,0.0
cap_06.tiff,cap_12.tiff,Linear,ORB,6,11,0,0,0.0,0.0
cap_06.tiff,cap_12.tiff,Linear,AKAZE,8,6,1,0,0.0,0.0
cap_06.tiff,cap_12.tiff,Linear,KAZE,27,16,1,0,0.0,0.0
cap_06.tiff,cap_12.tiff,Linear,BRISK,4,4,0,0,0.0,0.0
cap_06.tiff,cap_12.tiff,Linear,FAST_BRIEF,6,5,0,0,0.0,0.0
cap_06.tiff,cap_12.tiff,Linear,FAST_FREAK,8,6,3,0,0.0,0.0
cap_06.tiff,cap_12.tiff,Log Norm,SIFT,12,8,2,0,0.0,0.0
cap_06.tiff,cap_12.tiff,Log Norm,ORB,2,4,0,0,0.0,0.0
cap_06.tiff,cap_12.tiff,Log Norm,AKAZE,3,2,1,0,0.0,0.0
cap_06.tiff,cap_12.tiff,Log Norm,KAZE,30,17,4,0,0.0,0.0
cap_06.tiff,cap_12.tiff,Log Norm,BRISK,2,4,0,0,0.0,0.0
cap_06.tiff,cap_12.tiff,Log Norm,FAST_BRIEF,1,1,0,0,0.0,0.0
cap_06.tiff,cap_12.tiff,Log Norm,FAST_FREAK,1,1,0,0,0.0,0.0
cap_06.tiff,cap_12.tiff,Hist Eq,SIFT,0,0,0,0,0.0,0.0
cap_06.tiff,cap_12.tiff,Hist Eq,ORB,0,0,0,0,0.0,0.0
cap_06.tiff,cap_12.tiff,Hist Eq,AKAZE,4,1,0,0,0.0,0.0
cap_06.tiff,cap_12.tiff,Hist Eq,KAZE,0,0,0,0,0.0,0.0
cap_06.tiff,cap_12.tiff,Hist Eq,BRISK,82,9,0,0,0.0,0.0
cap_06.tiff,cap_12.tiff,Hist Eq,FAST_BRIEF,11,6,2,0,0.0,0.0
cap_06.tiff,cap_12.tiff,Hist Eq,FAST_FREAK,21,10,0,0,0.0,0.0
cap_06.tiff,cap_12.tiff,CLAHE,SIFT,8,19,2,0,0.0,0.0
cap_06.tiff,cap_12.tiff,CLAHE,ORB,9,16,0,0,0.0,0.0
cap_06.tiff,cap_12.tiff,CLAHE,AKAZE,11,9,2,0,0.0,0.0
cap_06.tiff,cap_12.tiff,CLAHE,KAZE,44,36,6,5,0.833,0.139
cap_06.tiff,cap_12.tiff,CLAHE,BRISK,4,11,0,0,0.0,0.0
cap_06.tiff,cap_12.tiff,CLAHE,FAST_BRIEF,7,10,4,0,0.0,0.0
cap_06.tiff,cap_12.tiff,CLAHE,FAST_FREAK,8,10,4,0,0.0,0.0
cap_06.tiff,cap_12.tiff,Gauss+Sharpen,SIFT,10,11,2,0,0.0,0.0
cap_06.tiff,cap_12.tiff,Gauss+Sharpen,ORB,9,11,2,0,0.0,0.0
cap_06.tiff,cap_12.tiff,Gauss+Sharpen,AKAZE,9,8,1,0,0.0,0.0
cap_06.tiff,cap_12.tiff,Gauss+Sharpen,KAZE,33,22,3,0,0.0,0.0
cap_06.tiff,cap_12.tiff,Gauss+Sharpen,BRISK,7,9,0,0,0.0,0.0
cap_06.tiff,cap_12.tiff,Gauss+Sharpen,FAST_BRIEF,8,9,7,7,1.0,0.875
cap_06.tiff,cap_12.tiff,Gauss+Sharpen,FAST_FREAK,10,10,2,0,0.0,0.0
cap_06.tiff,cap_12.tiff,Gamma(0.5),SIFT,11,10,3,0,0.0,0.0
cap_06.tiff,cap_12.tiff,Gamma(0.5),ORB,7,10,0,0,0.0,0.0
cap_06.tiff,cap_12.tiff,Gamma(0.5),AKAZE,8,6,1,0,0.0,0.0
cap_06.tiff,cap_12.tiff,Gamma(0.5),KAZE,35,20,3,0,0.0,0.0
cap_06.tiff,cap_12.tiff,Gamma(0.5),BRISK,2,8,0,0,0.0,0.0
cap_06.tiff,cap_12.tiff,Gamma(0.5),FAST_BRIEF,5,8,0,0,0.0,0.0
cap_06.tiff,cap_12.tiff,Gamma(0.5),FAST_FREAK,5,9,1,0,0.0,0.0
cap_12.tiff,cap_16.tiff,Linear,SIFT,6,7,3,0,0.0,0.0
cap_12.tiff,cap_16.tiff,Linear,ORB,11,9,0,0,0.0,0.0
cap_12.tiff,cap_16.tiff,Linear,AKAZE,6,7,3,0,0.0,0.0
cap_12.tiff,cap_16.tiff,Linear,KAZE,16,11,2,0,0.0,0.0
cap_12.tiff,cap_16.tiff,Linear,BRISK,4,10,1,0,0.0,0.0
cap_12.tiff,cap_16.tiff,Linear,FAST_BRIEF,5,3,0,0,0.0,0.0
cap_12.tiff,cap_16.tiff,Linear,FAST_FREAK,6,4,2,0,0.0,0.0
cap_12.tiff,cap_16.tiff,Log Norm,SIFT,8,7,4,0,0.0,0.0
cap_12.tiff,cap_16.tiff,Log Norm,ORB,4,5,0,0,0.0,0.0
cap_12.tiff,cap_16.tiff,Log Norm,AKAZE,2,2,2,0,0.0,0.0
cap_12.tiff,cap_16.tiff,Log Norm,KAZE,17,20,9,6,0.667,0.353
cap_12.tiff,cap_16.tiff,Log Norm,BRISK,4,2,1,0,0.0,0.0
cap_12.tiff,cap_16.tiff,Log Norm,FAST_BRIEF,1,0,0,0,0.0,0.0
cap_12.tiff,cap_16.tiff,Log Norm,FAST_FREAK,1,3,0,0,0.0,0.0
cap_12.tiff,cap_16.tiff,Hist Eq,SIFT,24,20,7,6,0.857,0.3
cap_12.tiff,cap_16.tiff,Hist Eq,ORB,11,8,1,0,0.0,0.0
cap_12.tiff,cap_16.tiff,Hist Eq,AKAZE,1,1,0,0,0.0,0.0
cap_12.tiff,cap_16.tiff,Hist Eq,KAZE,17,16,10,4,0.4,0.25
cap_12.tiff,cap_16.tiff,Hist Eq,BRISK,9,4,0,0,0.0,0.0
cap_12.tiff,cap_16.tiff,Hist Eq,FAST_BRIEF,6,4,3,0,0.0,0.0
cap_12.tiff,cap_16.tiff,Hist Eq,FAST_FREAK,0,0,0,0,0.0,0.0
cap_12.tiff,cap_16.tiff,CLAHE,SIFT,19,9,8,7,0.875,0.778
cap_12.tiff,cap_16.tiff,CLAHE,ORB,16,7,0,0,0.0,0.0
cap_12.tiff,cap_16.tiff,CLAHE,AKAZE,0,0,0,0,0.0,0.0
cap_12.tiff,cap_16.tiff,CLAHE,KAZE,36,28,8,3,0.375,0.107
cap_12.tiff,cap_16.tiff,CLAHE,BRISK,11,8,2,0,0.0,0.0
cap_12.tiff,cap_16.tiff,CLAHE,FAST_BRIEF,0,0,0,0,0.0,0.0
cap_12.tiff,cap_16.tiff,CLAHE,FAST_FREAK,10,3,6,6,1.0,2.0
cap_12.tiff,cap_16.tiff,Gauss+Sharpen,SIFT,11,9,3,0,0.0,0.0
